Período;Ano;Mês;Dia do Mês;Dia da Semana;Nº Certificados de Óbito Diários
2014-10-06;2014;10;6;segunda-feira;311
2014-10-16;2014;10;16;quinta-feira;290
2014-10-19;2014;10;19;domingo;221
2014-10-25;2014;10;25;sábado;264
2014-11-06;2014;11;6;quinta-feira;261
2014-11-26;2014;11;26;quarta-feira;282
2014-12-06;2014;12;6;sábado;290
2014-12-15;2014;12;15;segunda-feira;361
2014-12-20;2014;12;20;sábado;286
2014-12-25;2014;12;25;quinta-feira;323
2015-01-04;2015;1;4;domingo;380
2015-01-11;2015;1;11;domingo;369
2015-01-17;2015;1;17;sábado;371
2015-01-18;2015;1;18;domingo;365
2015-01-23;2015;1;23;sexta-feira;415
2015-01-25;2015;1;25;domingo;381
2015-01-31;2015;1;31;sábado;379
2015-02-03;2015;2;3;terça-feira;423
2015-02-09;2015;2;9;segunda-feira;517
2015-02-10;2015;2;10;terça-feira;447
2015-02-16;2015;2;16;segunda-feira;434
2015-02-18;2015;2;18;quarta-feira;407
2015-02-19;2015;2;19;quinta-feira;396
2015-03-02;2015;3;2;segunda-feira;453
2015-03-05;2015;3;5;quinta-feira;356
2015-03-11;2015;3;11;quarta-feira;319
2015-03-15;2015;3;15;domingo;270
2015-03-22;2015;3;22;domingo;287
2015-03-23;2015;3;23;segunda-feira;399
2015-03-29;2015;3;29;domingo;249
2015-03-31;2015;3;31;terça-feira;317
2015-04-01;2015;4;1;quarta-feira;330
2015-04-22;2015;4;22;quarta-feira;288
2015-04-25;2015;4;25;sábado;235
2015-04-29;2015;4;29;quarta-feira;239
2015-05-02;2015;5;2;sábado;277
2015-05-05;2015;5;5;terça-feira;289
2015-05-11;2015;5;11;segunda-feira;300
2015-05-12;2015;5;12;terça-feira;284
2015-05-14;2015;5;14;quinta-feira;289
2015-05-15;2015;5;15;sexta-feira;273
2015-05-22;2015;5;22;sexta-feira;298
2015-05-28;2015;5;28;quinta-feira;302
2015-05-29;2015;5;29;sexta-feira;301
2015-05-30;2015;5;30;sábado;237
2015-06-05;2015;6;5;sexta-feira;279
2015-06-07;2015;6;7;domingo;218
2015-06-11;2015;6;11;quinta-feira;285
2015-06-13;2015;6;13;sábado;217
2015-06-17;2015;6;17;quarta-feira;238
2015-06-19;2015;6;19;sexta-feira;300
2015-06-24;2015;6;24;quarta-feira;247
2015-07-03;2015;7;3;sexta-feira;238
2015-07-09;2015;7;9;quinta-feira;267
2015-07-11;2015;7;11;sábado;211
2015-07-20;2015;7;20;segunda-feira;295
2015-07-23;2015;7;23;quinta-feira;248
2015-08-08;2015;8;8;sábado;239
2015-08-11;2015;8;11;terça-feira;289
2015-08-13;2015;8;13;quinta-feira;237
2015-08-16;2015;8;16;domingo;158
2015-08-26;2015;8;26;quarta-feira;244
2015-09-10;2015;9;10;quinta-feira;264
2015-09-12;2015;9;12;sábado;228
2015-09-18;2015;9;18;sexta-feira;245
2015-09-19;2015;9;19;sábado;225
2015-09-20;2015;9;20;domingo;197
2015-09-29;2015;9;29;terça-feira;272
2015-10-04;2015;10;4;domingo;234
2015-10-06;2015;10;6;terça-feira;286
2015-10-13;2015;10;13;terça-feira;278
2015-10-18;2015;10;18;domingo;226
2015-10-25;2015;10;25;domingo;252
2015-10-26;2015;10;26;segunda-feira;327
2015-11-02;2015;11;2;segunda-feira;332
2015-11-03;2015;11;3;terça-feira;294
2015-11-06;2015;11;6;sexta-feira;298
2015-11-08;2015;11;8;domingo;223
2015-11-15;2015;11;15;domingo;216
2015-11-20;2015;11;20;sexta-feira;309
2015-11-30;2015;11;30;segunda-feira;373
2015-12-02;2015;12;2;quarta-feira;314
2015-12-14;2015;12;14;segunda-feira;344
2015-12-15;2015;12;15;terça-feira;330
2015-12-19;2015;12;19;sábado;294
2015-12-21;2015;12;21;segunda-feira;350
2015-12-27;2015;12;27;domingo;276
2015-12-30;2015;12;30;quarta-feira;340
2015-12-31;2015;12;31;quinta-feira;312
2016-01-02;2016;1;2;sábado;279
2016-01-07;2016;1;7;quinta-feira;325
2016-01-11;2016;1;11;segunda-feira;389
2016-01-13;2016;1;13;quarta-feira;306
2016-01-19;2016;1;19;terça-feira;361
2016-01-20;2016;1;20;quarta-feira;361
2016-01-23;2016;1;23;sábado;331
2016-01-28;2016;1;28;quinta-feira;326
2016-02-02;2016;2;2;terça-feira;353
2016-02-03;2016;2;3;quarta-feira;318
2016-02-05;2016;2;5;sexta-feira;299
2016-02-11;2016;2;11;quinta-feira;352
2016-02-13;2016;2;13;sábado;318
2016-02-17;2016;2;17;quarta-feira;320
2016-02-22;2016;2;22;segunda-feira;435
2016-02-23;2016;2;23;terça-feira;335
2016-03-13;2016;3;13;domingo;268
2016-03-20;2016;3;20;domingo;280
2016-03-29;2016;3;29;terça-feira;342
2016-04-10;2016;4;10;domingo;246
2016-04-17;2016;4;17;domingo;254
2016-04-18;2016;4;18;segunda-feira;321
2016-04-19;2016;4;19;terça-feira;319
2016-04-22;2016;4;22;sexta-feira;288
2016-05-14;2016;5;14;sábado;215
2016-05-22;2016;5;22;domingo;204
2016-05-23;2016;5;23;segunda-feira;359
2016-05-26;2016;5;26;quinta-feira;228
2016-05-28;2016;5;28;sábado;276
2016-06-09;2016;6;9;quinta-feira;299
2016-06-19;2016;6;19;domingo;195
2016-06-24;2016;6;24;sexta-feira;287
2016-06-27;2016;6;27;segunda-feira;315
2016-07-02;2016;7;2;sábado;224
2016-07-05;2016;7;5;terça-feira;317
2016-07-06;2016;7;6;quarta-feira;292
2016-07-09;2016;7;9;sábado;228
2016-07-13;2016;7;13;quarta-feira;284
2016-07-19;2016;7;19;terça-feira;328
2016-07-26;2016;7;26;terça-feira;345
2016-08-02;2016;8;2;terça-feira;291
2016-08-04;2016;8;4;quinta-feira;281
2016-08-08;2016;8;8;segunda-feira;348
2016-08-11;2016;8;11;quinta-feira;321
2016-08-27;2016;8;27;sábado;241
2016-09-02;2016;9;2;sexta-feira;282
2016-09-09;2016;9;9;sexta-feira;262
2016-09-10;2016;9;10;sábado;219
2016-09-20;2016;9;20;terça-feira;280
2016-09-22;2016;9;22;quinta-feira;244
2016-09-28;2016;9;28;quarta-feira;260
2016-09-29;2016;9;29;quinta-feira;286
2016-10-17;2016;10;17;segunda-feira;317
2016-10-27;2016;10;27;quinta-feira;296
2016-10-29;2016;10;29;sábado;250
2016-10-30;2016;10;30;domingo;256
2016-11-02;2016;11;2;quarta-feira;305
2016-11-03;2016;11;3;quinta-feira;296
2016-11-07;2016;11;7;segunda-feira;289
2016-11-10;2016;11;10;quinta-feira;298
2016-11-11;2016;11;11;sexta-feira;292
2016-11-27;2016;11;27;domingo;270
2016-11-29;2016;11;29;terça-feira;324
2016-12-02;2016;12;2;sexta-feira;386
2016-12-05;2016;12;5;segunda-feira;385
2016-12-06;2016;12;6;terça-feira;355
2016-12-10;2016;12;10;sábado;316
2016-12-16;2016;12;16;sexta-feira;400
2016-12-21;2016;12;21;quarta-feira;365
2016-12-22;2016;12;22;quinta-feira;438
2017-01-02;2017;1;2;segunda-feira;632
2017-01-08;2017;1;8;domingo;389
2017-01-09;2017;1;9;segunda-feira;488
2017-01-24;2017;1;24;terça-feira;496
2017-01-26;2017;1;26;quinta-feira;451
2017-01-30;2017;1;30;segunda-feira;449
2017-02-03;2017;2;3;sexta-feira;404
2017-02-09;2017;2;9;quinta-feira;342
2017-02-10;2017;2;10;sexta-feira;359
2017-02-15;2017;2;15;quarta-feira;332
2017-02-21;2017;2;21;terça-feira;343
2017-02-24;2017;2;24;sexta-feira;345
2017-03-09;2017;3;9;quinta-feira;318
2017-03-13;2017;3;13;segunda-feira;353
2017-03-22;2017;3;22;quarta-feira;306
2017-03-25;2017;3;25;sábado;246
2017-03-26;2017;3;26;domingo;258
2017-04-03;2017;4;3;segunda-feira;328
2017-04-04;2017;4;4;terça-feira;343
2017-04-08;2017;4;8;sábado;246
2017-04-10;2017;4;10;segunda-feira;336
2017-04-20;2017;4;20;quinta-feira;279
2017-04-22;2017;4;22;sábado;216
2017-04-28;2017;4;28;sexta-feira;299
2017-05-12;2017;5;12;sexta-feira;246
2017-05-20;2017;5;20;sábado;244
2017-05-28;2017;5;28;domingo;205
2017-05-30;2017;5;30;terça-feira;271
2017-06-08;2017;6;8;quinta-feira;269
2017-06-25;2017;6;25;domingo;268
2017-06-26;2017;6;26;segunda-feira;278
2017-06-27;2017;6;27;terça-feira;258
2017-07-04;2017;7;4;terça-feira;298
2017-07-06;2017;7;6;quinta-feira;248
2017-07-07;2017;7;7;sexta-feira;280
2017-08-02;2017;8;2;quarta-feira;249
2017-08-06;2017;8;6;domingo;206
2017-08-16;2017;8;16;quarta-feira;311
2017-08-26;2017;8;26;sábado;244
2017-08-29;2017;8;29;terça-feira;267
2017-08-31;2017;8;31;quinta-feira;238
2017-09-02;2017;9;2;sábado;207
2017-09-05;2017;9;5;terça-feira;253
2017-09-07;2017;9;7;quinta-feira;260
2017-09-10;2017;9;10;domingo;212
2017-09-11;2017;9;11;segunda-feira;294
2017-09-19;2017;9;19;terça-feira;277
2017-10-06;2017;10;6;sexta-feira;310
2017-10-15;2017;10;15;domingo;221
2017-10-19;2017;10;19;quinta-feira;353
2017-10-20;2017;10;20;sexta-feira;302
2017-10-27;2017;10;27;sexta-feira;297
2017-10-29;2017;10;29;domingo;238
2017-11-11;2017;11;11;sábado;230
2017-11-12;2017;11;12;domingo;248
2017-11-14;2017;11;14;terça-feira;362
2017-11-19;2017;11;19;domingo;259
2017-11-26;2017;11;26;domingo;243
2017-12-04;2017;12;4;segunda-feira;401
2017-12-06;2017;12;6;quarta-feira;369
2017-12-09;2017;12;9;sábado;345
2017-12-12;2017;12;12;terça-feira;397
2017-12-15;2017;12;15;sexta-feira;371
2017-12-16;2017;12;16;sábado;315
2017-12-21;2017;12;21;quinta-feira;381
2017-12-29;2017;12;29;sexta-feira;420
2018-01-09;2018;1;9;terça-feira;416
2018-01-11;2018;1;11;quinta-feira;410
2018-01-18;2018;1;18;quinta-feira;388
2018-01-22;2018;1;22;segunda-feira;446
2018-01-24;2018;1;24;quarta-feira;386
2018-02-01;2018;2;1;quinta-feira;360
2018-02-20;2018;2;20;terça-feira;439
2018-02-25;2018;2;25;domingo;335
2018-02-27;2018;2;27;terça-feira;431
2018-02-28;2018;2;28;quarta-feira;392
2018-03-04;2018;3;4;domingo;288
2018-03-11;2018;3;11;domingo;276
2018-03-23;2018;3;23;sexta-feira;342
2018-03-25;2018;3;25;domingo;282
2018-03-27;2018;3;27;terça-feira;380
2018-03-31;2018;3;31;sábado;275
2018-04-02;2018;4;2;segunda-feira;429
2018-04-10;2018;4;10;terça-feira;347
2018-04-13;2018;4;13;sexta-feira;354
2018-04-26;2018;4;26;quinta-feira;349
2018-04-27;2018;4;27;sexta-feira;322
2018-04-29;2018;4;29;domingo;266
2018-05-07;2018;5;7;segunda-feira;381
2018-05-17;2018;5;17;quinta-feira;286
2018-05-19;2018;5;19;sábado;274
2018-05-23;2018;5;23;quarta-feira;328
2018-05-24;2018;5;24;quinta-feira;290
2018-05-26;2018;5;26;sábado;246
2018-05-27;2018;5;27;domingo;264
2018-05-30;2018;5;30;quarta-feira;289
2018-06-03;2018;6;3;domingo;206
2018-06-09;2018;6;9;sábado;254
2018-06-15;2018;6;15;sexta-feira;294
2018-06-25;2018;6;25;segunda-feira;337
2018-06-28;2018;6;28;quinta-feira;268
2018-07-02;2018;7;2;segunda-feira;297
2018-07-06;2018;7;6;sexta-feira;243
2018-07-18;2018;7;18;quarta-feira;281
2018-07-21;2018;7;21;sábado;230
2018-07-27;2018;7;27;sexta-feira;245
2018-08-01;2018;8;1;quarta-feira;275
2018-08-02;2018;8;2;quinta-feira;272
2018-08-05;2018;8;5;domingo;391
2018-08-12;2018;8;12;domingo;218
2018-08-14;2018;8;14;terça-feira;323
2018-08-19;2018;8;19;domingo;230
2018-08-20;2018;8;20;segunda-feira;306
2018-08-22;2018;8;22;quarta-feira;295
2018-08-24;2018;8;24;sexta-feira;267
2018-09-07;2018;9;7;sexta-feira;256
2018-09-09;2018;9;9;domingo;215
2018-09-11;2018;9;11;terça-feira;284
2018-09-21;2018;9;21;sexta-feira;287
2018-09-22;2018;9;22;sábado;245
2018-09-24;2018;9;24;segunda-feira;297
2018-09-25;2018;9;25;terça-feira;279
2018-09-26;2018;9;26;quarta-feira;269
2018-10-05;2018;10;5;sexta-feira;241
2018-10-16;2018;10;16;terça-feira;292
2018-10-21;2018;10;21;domingo;219
2018-10-23;2018;10;23;terça-feira;320
2018-10-27;2018;10;27;sábado;242
2018-10-29;2018;10;29;segunda-feira;306
2018-10-31;2018;10;31;quarta-feira;291
2018-11-03;2018;11;3;sábado;277
2018-11-05;2018;11;5;segunda-feira;353
2018-11-06;2018;11;6;terça-feira;317
2018-11-10;2018;11;10;sábado;309
2018-11-22;2018;11;22;quinta-feira;309
2018-11-23;2018;11;23;sexta-feira;310
2018-11-26;2018;11;26;segunda-feira;327
2018-11-28;2018;11;28;quarta-feira;291
2018-12-05;2018;12;5;quarta-feira;322
2018-12-12;2018;12;12;quarta-feira;345
2018-12-19;2018;12;19;quarta-feira;322
2018-12-22;2018;12;22;sábado;283
2018-12-29;2018;12;29;sábado;315
2018-12-30;2018;12;30;domingo;315
2019-01-04;2019;1;4;sexta-feira;399
2019-01-08;2019;1;8;terça-feira;411
2019-01-09;2019;1;9;quarta-feira;410
2019-01-23;2019;1;23;quarta-feira;469
2019-01-24;2019;1;24;quinta-feira;440
2019-01-27;2019;1;27;domingo;364
2019-01-31;2019;1;31;quinta-feira;425
2019-02-09;2019;2;9;sábado;363
2019-02-14;2019;2;14;quinta-feira;377
2019-02-18;2019;2;18;segunda-feira;415
2019-03-01;2019;3;1;sexta-feira;351
2019-03-04;2019;3;4;segunda-feira;382
2019-03-05;2019;3;5;terça-feira;293
2019-03-07;2019;3;7;quinta-feira;355
2019-03-09;2019;3;9;sábado;296
2019-03-15;2019;3;15;sexta-feira;282
2019-03-16;2019;3;16;sábado;294
2019-03-19;2019;3;19;terça-feira;331
2019-03-20;2019;3;20;quarta-feira;334
2019-03-22;2019;3;22;sexta-feira;313
2019-03-25;2019;3;25;segunda-feira;321
2019-03-26;2019;3;26;terça-feira;359
2019-03-29;2019;3;29;sexta-feira;288
2019-04-05;2019;4;5;sexta-feira;315
2019-04-09;2019;4;9;terça-feira;294
2019-04-11;2019;4;11;quinta-feira;327
2019-04-13;2019;4;13;sábado;262
2019-05-20;2019;5;20;segunda-feira;303
2019-05-30;2019;5;30;quinta-feira;290
2019-06-05;2019;6;5;quarta-feira;292
2019-06-08;2019;6;8;sábado;224
2019-06-11;2019;6;11;terça-feira;322
2019-06-16;2019;6;16;domingo;214
2019-06-18;2019;6;18;terça-feira;296
2019-06-25;2019;6;25;terça-feira;322
2019-07-07;2019;7;7;domingo;220
2019-07-11;2019;7;11;quinta-feira;275
2019-07-13;2019;7;13;sábado;243
2019-07-20;2019;7;20;sábado;239
2019-07-22;2019;7;22;segunda-feira;306
2019-07-25;2019;7;25;quinta-feira;283
2019-07-28;2019;7;28;domingo;237
2019-07-30;2019;7;30;terça-feira;270
2019-08-02;2019;8;2;sexta-feira;291
2019-08-04;2019;8;4;domingo;214
2019-08-06;2019;8;6;terça-feira;285
2019-08-12;2019;8;12;segunda-feira;276
2019-08-23;2019;8;23;sexta-feira;301
2019-08-28;2019;8;28;quarta-feira;287
2019-08-31;2019;8;31;sábado;214
2019-09-11;2019;9;11;quarta-feira;261
2019-09-12;2019;9;12;quinta-feira;264
2019-09-18;2019;9;18;quarta-feira;275
2019-09-22;2019;9;22;domingo;206
2019-09-29;2019;9;29;domingo;219
2019-10-10;2019;10;10;quinta-feira;264
2019-10-11;2019;10;11;sexta-feira;269
2019-10-17;2019;10;17;quinta-feira;309
2019-10-30;2019;10;30;quarta-feira;334
2019-10-31;2019;10;31;quinta-feira;340
2019-11-05;2019;11;5;terça-feira;350
2019-11-07;2019;11;7;quinta-feira;292
2019-11-10;2019;11;10;domingo;249
2019-11-16;2019;11;16;sábado;271
2019-11-19;2019;11;19;terça-feira;380
2019-11-22;2019;11;22;sexta-feira;362
2019-11-24;2019;11;24;domingo;263
2019-11-25;2019;11;25;segunda-feira;360
2019-11-30;2019;11;30;sábado;216
2019-12-08;2019;12;8;domingo;261
2019-12-09;2019;12;9;segunda-feira;364
2019-12-10;2019;12;10;terça-feira;351
2019-12-12;2019;12;12;quinta-feira;339
2019-12-26;2019;12;26;quinta-feira;382
2019-12-29;2019;12;29;domingo;308
2019-12-30;2019;12;30;segunda-feira;409
2020-01-04;2020;1;4;sábado;306
2020-01-27;2020;1;27;segunda-feira;444
2020-01-30;2020;1;30;quinta-feira;380
2020-02-14;2020;2;14;sexta-feira;325
2020-02-16;2020;2;16;domingo;272
2020-03-02;2020;3;2;segunda-feira;358
2020-03-03;2020;3;3;terça-feira;331
2020-03-04;2020;3;4;quarta-feira;321
2020-03-06;2020;3;6;sexta-feira;319
2020-03-15;2020;3;15;domingo;255
2020-03-21;2020;3;21;sábado;322
2020-03-27;2020;3;27;sexta-feira;400
2020-03-30;2020;3;30;segunda-feira;414
2020-04-03;2020;4;3;sexta-feira;403
2020-04-05;2020;4;5;domingo;304
2020-04-26;2020;4;26;domingo;292
2020-04-29;2020;4;29;quarta-feira;296
2020-05-09;2020;5;9;sábado;262
2020-05-13;2020;5;13;quarta-feira;282
2020-05-16;2020;5;16;sábado;257
2020-05-18;2020;5;18;segunda-feira;312
2020-05-22;2020;5;22;sexta-feira;278
2020-05-24;2020;5;24;domingo;254
2020-05-29;2020;5;29;sexta-feira;364
2020-06-01;2020;6;1;segunda-feira;319
2020-06-08;2020;6;8;segunda-feira;302
2020-06-10;2020;6;10;quarta-feira;233
2020-06-13;2020;6;13;sábado;238
2020-06-15;2020;6;15;segunda-feira;294
2020-06-16;2020;6;16;terça-feira;284
2020-06-26;2020;6;26;sexta-feira;340
2020-07-05;2020;7;5;domingo;264
2020-07-06;2020;7;6;segunda-feira;307
2020-07-09;2020;7;9;quinta-feira;347
2020-07-20;2020;7;20;segunda-feira;419
2020-07-21;2020;7;21;terça-feira;410
2020-07-31;2020;7;31;sexta-feira;341
2020-08-08;2020;8;8;sábado;256
2020-08-10;2020;8;10;segunda-feira;301
2020-08-12;2020;8;12;quarta-feira;321
2020-08-17;2020;8;17;segunda-feira;293
2020-08-20;2020;8;20;quinta-feira;315
2020-08-21;2020;8;21;sexta-feira;276
2020-08-23;2020;8;23;domingo;238
2020-08-28;2020;8;28;sexta-feira;305
2020-09-03;2020;9;3;quinta-feira;305
2020-09-15;2020;9;15;terça-feira;346
2020-09-19;2020;9;19;sábado;262
2020-09-21;2020;9;21;segunda-feira;288
2020-09-22;2020;9;22;terça-feira;270
2020-10-02;2020;10;2;sexta-feira;324
2020-10-03;2020;10;3;sábado;282
2020-10-07;2020;10;7;quarta-feira;343
2020-10-13;2020;10;13;terça-feira;327
2020-10-14;2020;10;14;quarta-feira;332
2020-10-20;2020;10;20;terça-feira;344
2020-10-26;2020;10;26;segunda-feira;355
2020-11-06;2020;11;6;sexta-feira;385
2020-11-09;2020;11;9;segunda-feira;444
2020-11-15;2020;11;15;domingo;403
2020-11-19;2020;11;19;quinta-feira;373
2020-11-21;2020;11;21;sábado;352
2020-11-28;2020;11;28;sábado;332
2020-12-12;2020;12;12;sábado;410
2020-12-13;2020;12;13;domingo;416
2020-12-18;2020;12;18;sexta-feira;434
2020-12-23;2020;12;23;quarta-feira;434
2020-12-26;2020;12;26;sábado;365
2020-12-29;2020;12;29;terça-feira;484
2020-12-31;2020;12;31;quinta-feira;449
2021-01-04;2021;1;4;segunda-feira;516
2021-01-12;2021;1;12;terça-feira;708
2021-01-26;2021;1;26;terça-feira;747
2021-02-09;2021;2;9;terça-feira;525
2021-02-12;2021;2;12;sexta-feira;515
2021-02-16;2021;2;16;terça-feira;499
2021-02-17;2021;2;17;quarta-feira;474
2021-02-18;2021;2;18;quinta-feira;365
2021-03-01;2021;3;1;segunda-feira;375
2021-03-04;2021;3;4;quinta-feira;380
2021-03-19;2021;3;19;sexta-feira;316
2021-04-03;2021;4;3;sábado;272
2021-04-06;2021;4;6;terça-feira;308
2021-04-18;2021;4;18;domingo;227
2021-04-19;2021;4;19;segunda-feira;304
2021-04-28;2021;4;28;quarta-feira;261
2021-05-01;2021;5;1;sábado;242
2021-05-05;2021;5;5;quarta-feira;328
2021-05-08;2021;5;8;sábado;286
2021-05-09;2021;5;9;domingo;251
2021-05-22;2021;5;22;sábado;227
2021-05-23;2021;5;23;domingo;206
2021-06-21;2021;6;21;segunda-feira;299
2021-06-22;2021;6;22;terça-feira;274
2021-06-23;2021;6;23;quarta-feira;238
2021-06-30;2021;6;30;quarta-feira;293
2021-07-04;2021;7;4;domingo;230
2021-07-07;2021;7;7;quarta-feira;278
2021-07-10;2021;7;10;sábado;260
2021-07-30;2021;7;30;sexta-feira;296
2021-08-02;2021;8;2;segunda-feira;317
2021-08-04;2021;8;4;quarta-feira;324
2021-08-08;2021;8;8;domingo;247
2021-08-10;2021;8;10;terça-feira;327
2021-08-13;2021;8;13;sexta-feira;346
2021-08-18;2021;8;18;quarta-feira;332
2021-08-26;2021;8;26;quinta-feira;309
2021-09-03;2021;9;3;sexta-feira;332
2021-09-04;2021;9;4;sábado;277
2021-09-05;2021;9;5;domingo;256
2021-09-11;2021;9;11;sábado;239
2021-09-12;2021;9;12;domingo;240
2021-09-21;2021;9;21;terça-feira;278
2021-09-28;2021;9;28;terça-feira;338
2021-09-30;2021;9;30;quinta-feira;302
2021-10-01;2021;10;1;sexta-feira;307
2021-10-02;2021;10;2;sábado;280
2021-10-09;2021;10;9;sábado;273
2021-10-16;2021;10;16;sábado;281
2021-10-19;2021;10;19;terça-feira;311
2021-10-21;2021;10;21;quinta-feira;305
2021-11-05;2021;11;5;sexta-feira;301
2021-11-06;2021;11;6;sábado;267
2021-11-07;2021;11;7;domingo;235
2021-11-19;2021;11;19;sexta-feira;361
2021-11-21;2021;11;21;domingo;336
2021-12-04;2021;12;4;sábado;371
2021-12-09;2021;12;9;quinta-feira;387
2021-12-12;2021;12;12;domingo;305
2021-12-16;2021;12;16;quinta-feira;364
2021-12-26;2021;12;26;domingo;327
2022-01-06;2022;1;6;quinta-feira;342
2022-01-09;2022;1;9;domingo;300
2022-01-15;2022;1;15;sábado;345
2022-01-17;2022;1;17;segunda-feira;430
2022-01-25;2022;1;25;terça-feira;437
2022-01-27;2022;1;27;quinta-feira;421
2022-01-28;2022;1;28;sexta-feira;425
2022-02-02;2022;2;2;quarta-feira;443
2022-02-16;2022;2;16;quarta-feira;379
2022-02-22;2022;2;22;terça-feira;391
2022-03-01;2022;3;1;terça-feira;308
2022-03-02;2022;3;2;quarta-feira;421
2022-03-08;2022;3;8;terça-feira;344
2022-03-23;2022;3;23;quarta-feira;348
2022-03-24;2022;3;24;quinta-feira;355
2022-03-26;2022;3;26;sábado;312
2022-04-22;2022;4;22;sexta-feira;353
2022-04-28;2022;4;28;quinta-feira;346
2022-04-30;2022;4;30;sábado;286
2022-05-03;2022;5;3;terça-feira;342
2022-05-05;2022;5;5;quinta-feira;311
2022-05-11;2022;5;11;quarta-feira;349
2022-05-12;2022;5;12;quinta-feira;345
2022-05-13;2022;5;13;sexta-feira;334
2022-05-27;2022;5;27;sexta-feira;391
2022-06-16;2022;6;16;quinta-feira;327
2022-06-17;2022;6;17;sexta-feira;419
2022-06-25;2022;6;25;sábado;267
2022-07-04;2022;7;4;segunda-feira;338
2022-07-07;2022;7;7;quinta-feira;336
2022-07-11;2022;7;11;segunda-feira;347
2022-07-19;2022;7;19;terça-feira;397
2022-08-03;2022;8;3;quarta-feira;332
2022-08-04;2022;8;4;quinta-feira;344
2022-08-06;2022;8;6;sábado;258
2022-08-10;2022;8;10;quarta-feira;306
2022-08-18;2022;8;18;quinta-feira;314
2022-08-25;2022;8;25;quinta-feira;294
2022-08-26;2022;8;26;sexta-feira;294
2022-08-29;2022;8;29;segunda-feira;339
2022-09-12;2022;9;12;segunda-feira;339
2022-09-23;2022;9;23;sexta-feira;337
2022-09-27;2022;9;27;terça-feira;282
2022-09-30;2022;9;30;sexta-feira;268
2022-10-03;2022;10;3;segunda-feira;343
2022-10-06;2022;10;6;quinta-feira;311
2022-10-08;2022;10;8;sábado;262
2022-10-09;2022;10;9;domingo;268
2022-10-13;2022;10;13;quinta-feira;294
2022-10-14;2022;10;14;sexta-feira;332
2022-10-22;2022;10;22;sábado;282
2022-10-28;2022;10;28;sexta-feira;354
2022-11-12;2022;11;12;sábado;297
2022-11-15;2022;11;15;terça-feira;360
2022-11-16;2022;11;16;quarta-feira;363
2022-11-27;2022;11;27;domingo;296
2022-12-05;2022;12;5;segunda-feira;447
2022-12-06;2022;12;6;terça-feira;482
2022-12-13;2022;12;13;terça-feira;469
2022-12-15;2022;12;15;quinta-feira;412
2022-12-19;2022;12;19;segunda-feira;424
2022-12-27;2022;12;27;terça-feira;449
2022-12-29;2022;12;29;quinta-feira;428
2022-12-30;2022;12;30;sexta-feira;347
2023-01-01;2023;1;1;domingo;357
2023-01-06;2023;1;6;sexta-feira;407
2023-01-09;2023;1;9;segunda-feira;442
2023-01-10;2023;1;10;terça-feira;406
2023-01-24;2023;1;24;terça-feira;405
2023-01-25;2023;1;25;quarta-feira;330
2023-01-26;2023;1;26;quinta-feira;387
2023-01-27;2023;1;27;sexta-feira;376
2023-02-01;2023;2;1;quarta-feira;420
2023-02-19;2023;2;19;domingo;346
2023-02-23;2023;2;23;quinta-feira;438
2023-02-25;2023;2;25;sábado;293
2023-02-26;2023;2;26;domingo;303
2023-02-27;2023;2;27;segunda-feira;382
2023-03-02;2023;3;2;quinta-feira;364
2023-03-20;2023;3;20;segunda-feira;351
2023-03-24;2023;3;24;sexta-feira;331
2023-03-31;2023;3;31;sexta-feira;329
2023-04-01;2023;4;1;sábado;289
2023-04-04;2023;4;4;terça-feira;335
2023-04-14;2023;4;14;sexta-feira;326
2023-05-10;2023;5;10;quarta-feira;307
2023-05-14;2023;5;14;domingo;230
2023-05-19;2023;5;19;sexta-feira;322
2023-05-21;2023;5;21;domingo;272
2023-05-23;2023;5;23;terça-feira;341
2023-05-24;2023;5;24;quarta-feira;324
2023-06-01;2023;6;1;quinta-feira;306
2023-06-03;2023;6;3;sábado;257
2023-06-06;2023;6;6;terça-feira;337
2023-06-18;2023;6;18;domingo;251
2023-06-27;2023;6;27;terça-feira;301
2023-06-28;2023;6;28;quarta-feira;323
2023-07-08;2023;7;8;sábado;248
2023-07-12;2023;7;12;quarta-feira;286
2023-07-15;2023;7;15;sábado;248
2023-07-29;2023;7;29;sábado;281
2023-08-01;2023;8;1;terça-feira;327
2023-08-03;2023;8;3;quinta-feira;286
2023-08-16;2023;8;16;quarta-feira;323
2023-08-19;2023;8;19;sábado;283
2023-08-22;2023;8;22;terça-feira;340
2023-08-23;2023;8;23;quarta-feira;378
