Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2021-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;35-49;112;2021-9/35-49/Feminino/Cávado II - Gerês/Cabreira
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;35-49;34;2021-9/35-49/Masculino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;50-64;82;2021-9/50-64/Masculino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;20-34;30;2021-9/20-34/Feminino/Cávado III - Barcelos/Esposende
2021-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;50-64;108;2021-9/50-64/Feminino/Cávado III - Barcelos/Esposende
2021-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;35-49;106;2021-9/35-49/Masculino/Tâmega I - Baixo Tâmega
2021-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;50-64;297;2021-9/50-64/Masculino/Tâmega I - Baixo Tâmega
2021-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;65 e +;401;2021-9/65 e +/Feminino/Tâmega I - Baixo Tâmega
2021-09;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Masculino;<20;53;2021-9/<20/Masculino/Tâmega III - Vale do Sousa Norte
2021-09;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Feminino;20-34;19;2021-9/20-34/Feminino/Tâmega III - Vale do Sousa Norte
2021-09;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Feminino;65 e +;52;2021-9/65 e +/Feminino/Tâmega III - Vale do Sousa Norte
2021-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;<20;8;2021-9/<20/Masculino/Grande Porto I - Santo Tirso/Trofa
2021-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;<20;8;2021-9/<20/Feminino/Grande Porto I - Santo Tirso/Trofa
2021-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;35-49;74;2021-9/35-49/Feminino/Grande Porto I - Santo Tirso/Trofa
2021-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;50-64;132;2021-9/50-64/Feminino/Grande Porto II - Gondomar
2021-09;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;35-49;226;2021-9/35-49/Feminino/Grande Porto III - Maia/Valongo
2021-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;<20;88;2021-9/<20/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;20-34;50;2021-9/20-34/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;35-49;26;2021-9/35-49/Masculino/Grande Porto V - Porto Ocidental
2021-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;65 e +;39;2021-9/65 e +/Masculino/Grande Porto V - Porto Ocidental
2021-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;50-64;54;2021-9/50-64/Feminino/Grande Porto V - Porto Ocidental
2021-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;65 e +;58;2021-9/65 e +/Feminino/Grande Porto V - Porto Ocidental
2021-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;65 e +;14;2021-9/65 e +/Masculino/Grande Porto VI - Porto Oriental
2021-09;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Masculino;50-64;5;2021-9/50-64/Masculino/Grande Porto VIII - Espinho/Gaia
2021-09;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Feminino;50-64;13;2021-9/50-64/Feminino/Grande Porto VIII - Espinho/Gaia
2021-09;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Feminino;65 e +;14;2021-9/65 e +/Feminino/Grande Porto VIII - Espinho/Gaia
2021-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;35-49;137;2021-9/35-49/Masculino/Entre Douro e Vouga II - Aveiro Norte
2021-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;65 e +;229;2021-9/65 e +/Masculino/Entre Douro e Vouga II - Aveiro Norte
2021-09;Norte;ULS do Alto Minho;41.7056054,-8.8252713;Masculino;50-64;1;2021-9/50-64/Masculino/ULS do Alto Minho
2021-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;35-49;39;2021-9/35-49/Feminino/ULS de Matosinhos
2021-09;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;65 e +;37;2021-9/65 e +/Masculino/Pinhal Interior Sul
2021-09;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;<20;29;2021-9/<20/Masculino/Pinhal Litoral
2021-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;65;2021-9/<20/Feminino/Dão e Lafões
2021-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;<20;34;2021-9/<20/Masculino/Lisboa Central
2021-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;3;2021-9/65 e +/Masculino/Lisboa Ocidental e Oeiras
2021-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;35-49;14;2021-9/35-49/Masculino/Loures-Odivelas
2021-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;<20;66;2021-9/<20/Feminino/Loures-Odivelas
2021-09;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;35-49;6;2021-9/35-49/Masculino/Sintra
2021-09;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;65 e +;11;2021-9/65 e +/Masculino/Cascais
2021-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;<20;4;2021-9/<20/Feminino/Estuário do Tejo
2021-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;35-49;14;2021-9/35-49/Feminino/Estuário do Tejo
2021-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;50-64;24;2021-9/50-64/Feminino/Estuário do Tejo
2021-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;<20;47;2021-9/<20/Masculino/Almada-Seixal
2021-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;50-64;38;2021-9/50-64/Feminino/Almada-Seixal
2021-09;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;65 e +;30;2021-9/65 e +/Masculino/Arrábida
2021-09;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;<20;1;2021-9/<20/Masculino/Oeste Norte
2021-09;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;20-34;3;2021-9/20-34/Feminino/Oeste Norte
2021-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;<20;2;2021-9/<20/Masculino/Médio Tejo
2021-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;65 e +;19;2021-9/65 e +/Feminino/Médio Tejo
2021-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;37;2021-9/50-64/Masculino/Lezíria
2021-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;50-64;37;2021-9/50-64/Feminino/Lezíria
2021-09;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;<20;141;2021-9/<20/Feminino/Algarve I - Central
2021-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;<20;133;2021-9/<20/Masculino/Algarve II - Barlavento
2021-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;35-49;123;2021-9/35-49/Feminino/Algarve II - Barlavento
2021-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;50-64;142;2021-9/50-64/Feminino/Algarve II - Barlavento
2021-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;50-64;40;2021-9/50-64/Masculino/AlgarveIII - Sotavento
2021-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;20-34;30;2021-9/20-34/Feminino/AlgarveIII - Sotavento
2021-10;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;50-64;35;2021-10/50-64/Masculino/ULS Nordeste
2021-10;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;65 e +;54;2021-10/65 e +/Masculino/ULS Nordeste
2021-10;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;20-34;43;2021-10/20-34/Feminino/ULS Nordeste
2021-10;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;<20;3;2021-10/<20/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2021-10;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;50-64;61;2021-10/50-64/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2021-10;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;<20;61;2021-10/<20/Masculino/Douro I - Marão e Douro Norte
2021-10;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;50-64;232;2021-10/50-64/Feminino/Douro I - Marão e Douro Norte
2021-10;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;20-34;33;2021-10/20-34/Masculino/Douro II - Douro Sul
2021-10;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;50-64;89;2021-10/50-64/Masculino/Douro II - Douro Sul
2021-10;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;50-64;138;2021-10/50-64/Feminino/Douro II - Douro Sul
2021-10;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;50-64;91;2021-10/50-64/Masculino/Ave - Famalicão
2021-10;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;20-34;22;2021-10/20-34/Masculino/Cávado II - Gerês/Cabreira
2021-10;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;50-64;132;2021-10/50-64/Masculino/Cávado II - Gerês/Cabreira
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;35-49;36;2021-10/35-49/Masculino/Cávado III - Barcelos/Esposende
2021-10;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;65 e +;85;2021-10/65 e +/Feminino/Cávado III - Barcelos/Esposende
2021-10;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;20-34;90;2021-10/20-34/Masculino/Tâmega I - Baixo Tâmega
2021-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;50;2021-10/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2021-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;35-49;140;2021-10/35-49/Feminino/Tâmega II - Vale do Sousa Sul
2021-10;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Masculino;<20;57;2021-10/<20/Masculino/Tâmega III - Vale do Sousa Norte
2021-10;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Masculino;35-49;22;2021-10/35-49/Masculino/Tâmega III - Vale do Sousa Norte
2021-10;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Feminino;20-34;21;2021-10/20-34/Feminino/Tâmega III - Vale do Sousa Norte
2021-10;Norte;Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;Feminino;65 e +;58;2021-10/65 e +/Feminino/Tâmega III - Vale do Sousa Norte
2021-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;61;2021-10/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2021-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;65 e +;94;2021-10/65 e +/Masculino/Grande Porto I - Santo Tirso/Trofa
2021-10;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;<20;20;2021-10/<20/Masculino/Grande Porto II - Gondomar
2021-10;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;50-64;94;2021-10/50-64/Masculino/Grande Porto II - Gondomar
2021-10;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;<20;190;2021-10/<20/Masculino/Grande Porto III - Maia/Valongo
2021-10;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;50-64;195;2021-10/50-64/Masculino/Grande Porto III - Maia/Valongo
2021-10;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;65 e +;280;2021-10/65 e +/Feminino/Grande Porto III - Maia/Valongo
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;20-34;27;2021-10/20-34/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;<20;123;2021-10/<20/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;50-64;113;2021-10/50-64/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2021-10;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;<20;50;2021-10/<20/Masculino/Grande Porto V - Porto Ocidental
2021-10;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;20-34;9;2021-10/20-34/Masculino/Grande Porto VI - Porto Oriental
2021-10;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;20-34;7;2021-10/20-34/Feminino/Grande Porto VI - Porto Oriental
2021-10;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;65 e +;15;2021-10/65 e +/Feminino/Grande Porto VI - Porto Oriental
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;<20;127;2021-10/<20/Masculino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;20-34;32;2021-10/20-34/Masculino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;35-49;30;2021-10/35-49/Masculino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Masculino;65 e +;36;2021-10/65 e +/Masculino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;20-34;51;2021-10/20-34/Feminino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;35-49;69;2021-10/35-49/Feminino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;65 e +;58;2021-10/65 e +/Feminino/Grande Porto VII - Gaia
2021-10;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Masculino;20-34;4;2021-10/20-34/Masculino/Grande Porto VIII - Espinho/Gaia
2021-10;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Feminino;20-34;1;2021-10/20-34/Feminino/Grande Porto VIII - Espinho/Gaia
2021-10;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Feminino;35-49;7;2021-10/35-49/Feminino/Grande Porto VIII - Espinho/Gaia
2021-10;Norte;Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;Feminino;50-64;17;2021-10/50-64/Feminino/Grande Porto VIII - Espinho/Gaia
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;<20;88;2021-10/<20/Masculino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;20-34;37;2021-10/20-34/Masculino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;70;2021-10/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;35-49;98;2021-10/35-49/Feminino/Entre Douro e Vouga I - Feira/Arouca
2021-10;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;65 e +;255;2021-10/65 e +/Masculino/Entre Douro e Vouga II - Aveiro Norte
2021-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;<20;31;2021-10/<20/Feminino/ULS de Matosinhos
2021-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;35-49;46;2021-10/35-49/Feminino/ULS de Matosinhos
2021-10;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;20-34;7;2021-10/20-34/Masculino/Pinhal Interior Sul
2021-10;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;<20;35;2021-10/<20/Masculino/Pinhal Litoral
2021-10;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;<20;28;2021-10/<20/Feminino/Pinhal Litoral
2021-10;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;50-64;38;2021-10/50-64/Feminino/Pinhal Litoral
2021-10;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;65 e +;43;2021-10/65 e +/Feminino/Pinhal Litoral
2021-10;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;20-34;30;2021-10/20-34/Masculino/Dão e Lafões
2021-10;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;65 e +;63;2021-10/65 e +/Masculino/Lisboa Central
2021-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;3;2021-10/65 e +/Masculino/Lisboa Ocidental e Oeiras
2021-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;<20;9;2021-10/<20/Feminino/Lisboa Ocidental e Oeiras
2021-10;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;<20;75;2021-10/<20/Feminino/Loures-Odivelas
2021-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;<20;2;2021-10/<20/Masculino/Sintra
2021-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;35-49;7;2021-10/35-49/Masculino/Sintra
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;20-34;4;2021-10/20-34/Masculino/Cascais
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;65 e +;11;2021-10/65 e +/Masculino/Cascais
2021-10;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;50-64;14;2021-10/50-64/Feminino/Cascais
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;50-64;21;2021-10/50-64/Masculino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;<20;4;2021-10/<20/Feminino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;20-34;8;2021-10/20-34/Feminino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;35-49;20;2021-10/35-49/Feminino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;65 e +;23;2021-10/65 e +/Feminino/Estuário do Tejo
2021-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;50-64;40;2021-10/50-64/Masculino/Almada-Seixal
2021-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;4;2021-10/20-34/Masculino/Arco Ribeirinho
2021-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;<20;3;2021-10/<20/Feminino/Arco Ribeirinho
2021-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;20-34;12;2021-10/20-34/Feminino/Arco Ribeirinho
2021-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;65 e +;25;2021-10/65 e +/Feminino/Arco Ribeirinho
2021-10;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;20-34;9;2021-10/20-34/Feminino/Arrábida
2021-10;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;35-49;9;2021-10/35-49/Feminino/Oeste Norte
2021-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;50-64;27;2021-10/50-64/Masculino/Médio Tejo
2021-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;<20;4;2021-10/<20/Feminino/Médio Tejo
2021-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;65 e +;23;2021-10/65 e +/Feminino/Médio Tejo
2021-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;35-49;37;2021-10/35-49/Feminino/Lezíria
2021-10;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;65 e +;41;2021-10/65 e +/Feminino/Lezíria
2021-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;20-34;73;2021-10/20-34/Masculino/Algarve I - Central
2021-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;50-64;136;2021-10/50-64/Masculino/Algarve I - Central
2021-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;20-34;142;2021-10/20-34/Feminino/Algarve I - Central
2021-10;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;<20;143;2021-10/<20/Feminino/Algarve II - Barlavento
2021-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;20-34;28;2021-10/20-34/Masculino/AlgarveIII - Sotavento
2021-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;50-64;41;2021-10/50-64/Masculino/AlgarveIII - Sotavento
2021-11;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;20-34;32;2021-11/20-34/Masculino/ULS Nordeste
2021-11;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;35-49;24;2021-11/35-49/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2021-11;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;65 e +;90;2021-11/65 e +/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2021-11;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;<20;28;2021-11/<20/Masculino/Douro II - Douro Sul
2021-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;35-49;34;2021-11/35-49/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;<20;44;2021-11/<20/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;35-49;57;2021-11/35-49/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;65 e +;94;2021-11/65 e +/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;20-34;30;2021-11/20-34/Masculino/Ave - Famalicão
2021-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;<20;49;2021-11/<20/Feminino/Ave - Famalicão
2021-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;35-49;81;2021-11/35-49/Feminino/Ave - Famalicão
2021-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;65 e +;135;2021-11/65 e +/Feminino/Ave - Famalicão
2021-11;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;65 e +;185;2021-11/65 e +/Feminino/Cávado II - Gerês/Cabreira
2021-11;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;<20;25;2021-11/<20/Masculino/Cávado III - Barcelos/Esposende
2021-11;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;50-64;126;2021-11/50-64/Feminino/Cávado III - Barcelos/Esposende
2021-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;<20;147;2021-11/<20/Masculino/Tâmega I - Baixo Tâmega
2021-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;20-34;94;2021-11/20-34/Masculino/Tâmega I - Baixo Tâmega
2021-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;65 e +;337;2021-11/65 e +/Masculino/Tâmega I - Baixo Tâmega
2021-11;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;53;2021-11/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2021-11;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;50-64;165;2021-11/50-64/Masculino/Tâmega II - Vale do Sousa Sul
