Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2018-08;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;<20;545;2018-8/<20/Feminino/ULS Nordeste
2018-08;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;65 e +;172;2018-8/65 e +/Feminino/ULS Nordeste
2018-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;20-34;57;2018-8/20-34/Masculino/Douro II - Douro Sul
2018-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;20-34;41;2018-8/20-34/Masculino/Tâmega I - Baixo Tâmega
2018-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;50-64;165;2018-8/50-64/Masculino/Tâmega I - Baixo Tâmega
2018-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;65 e +;89;2018-8/65 e +/Masculino/Tâmega I - Baixo Tâmega
2018-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;50-64;255;2018-8/50-64/Feminino/Tâmega I - Baixo Tâmega
2018-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;30;2018-8/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2018-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;50-64;122;2018-8/50-64/Feminino/Tâmega II - Vale do Sousa Sul
2018-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;20;2018-8/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2018-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;50-64;38;2018-8/50-64/Masculino/Grande Porto I - Santo Tirso/Trofa
2018-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;50-64;55;2018-8/50-64/Feminino/Grande Porto I - Santo Tirso/Trofa
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;<20;25;2018-8/<20/Masculino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;20-34;37;2018-8/20-34/Masculino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;35-49;72;2018-8/35-49/Masculino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;43;2018-8/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;198;2018-8/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;65 e +;99;2018-8/65 e +/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;20-34;27;2018-8/20-34/Masculino/ULS de Matosinhos
2018-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;65 e +;98;2018-8/65 e +/Feminino/ULS de Matosinhos
2018-08;Centro;Baixo Vouga;40.6405055,-8.6537539;Masculino;50-64;33;2018-8/50-64/Masculino/Baixo Vouga
2018-08;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;65 e +;33;2018-8/65 e +/Feminino/Baixo Vouga
2018-08;Centro;Beira Interior Sul;39.8211367,-7.5036651;Feminino;20-34;17;2018-8/20-34/Feminino/Beira Interior Sul
2018-08;Centro;Beira Interior Sul;39.8211367,-7.5036651;Feminino;35-49;28;2018-8/35-49/Feminino/Beira Interior Sul
2018-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;50-64;91;2018-8/50-64/Masculino/Dão e Lafões
2018-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;139;2018-8/<20/Feminino/Dão e Lafões
2018-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;20-34;37;2018-8/20-34/Feminino/Dão e Lafões
2018-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;<20;265;2018-8/<20/Masculino/Lisboa Central
2018-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;50-64;271;2018-8/50-64/Masculino/Lisboa Central
2018-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;50-64;337;2018-8/50-64/Feminino/Lisboa Central
2018-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;65 e +;382;2018-8/65 e +/Feminino/Lisboa Central
2018-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;50-64;17;2018-8/50-64/Masculino/Lisboa Ocidental e Oeiras
2018-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;43;2018-8/65 e +/Masculino/Lisboa Ocidental e Oeiras
2018-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;<20;101;2018-8/<20/Feminino/Lisboa Ocidental e Oeiras
2018-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;<20;4;2018-8/<20/Masculino/Amadora
2018-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;20-34;9;2018-8/20-34/Feminino/Amadora
2018-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;65 e +;146;2018-8/65 e +/Feminino/Amadora
2018-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;20-34;43;2018-8/20-34/Feminino/Sintra
2018-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;35-49;105;2018-8/35-49/Feminino/Sintra
2018-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;35-49;128;2018-8/35-49/Masculino/Estuário do Tejo
2018-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;65 e +;240;2018-8/65 e +/Masculino/Estuário do Tejo
2018-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;20-34;103;2018-8/20-34/Feminino/Estuário do Tejo
2018-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;65 e +;262;2018-8/65 e +/Feminino/Estuário do Tejo
2018-08;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;20-34;43;2018-8/20-34/Masculino/Almada-Seixal
2018-08;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;35-49;52;2018-8/35-49/Masculino/Almada-Seixal
2018-08;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;65 e +;127;2018-8/65 e +/Masculino/Almada-Seixal
2018-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;22;2018-8/20-34/Masculino/Arco Ribeirinho
2018-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;35-49;56;2018-8/35-49/Masculino/Arco Ribeirinho
2018-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;20-34;50;2018-8/20-34/Feminino/Arco Ribeirinho
2018-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;35-49;84;2018-8/35-49/Feminino/Arco Ribeirinho
2018-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;<20;26;2018-8/<20/Masculino/Oeste Sul
2018-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;50-64;94;2018-8/50-64/Masculino/Oeste Sul
2018-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;65 e +;98;2018-8/65 e +/Feminino/Oeste Sul
2018-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;20-34;17;2018-8/20-34/Masculino/Médio Tejo
2018-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;35-49;26;2018-8/35-49/Masculino/Médio Tejo
2018-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;35-49;50;2018-8/35-49/Feminino/Médio Tejo
2018-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;35-49;380;2018-8/35-49/Feminino/Lezíria
2018-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;65 e +;345;2018-8/65 e +/Feminino/Lezíria
2018-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;<20;39;2018-8/<20/Masculino/Alentejo Central
2018-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;<20;47;2018-8/<20/Feminino/Alentejo Central
2018-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;35-49;156;2018-8/35-49/Feminino/Alentejo Central
2018-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;65 e +;122;2018-8/65 e +/Feminino/Alentejo Central
2018-08;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;20-34;46;2018-8/20-34/Feminino/Algarve I - Central
2018-08;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;<20;37;2018-8/<20/Masculino/Algarve II - Barlavento
2018-08;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;20-34;17;2018-8/20-34/Feminino/Algarve II - Barlavento
2018-08;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;35-49;15;2018-8/35-49/Masculino/AlgarveIII - Sotavento
2018-08;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;50-64;23;2018-8/50-64/Masculino/AlgarveIII - Sotavento
2018-08;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;35-49;29;2018-8/35-49/Feminino/AlgarveIII - Sotavento
2018-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;<20;13;2018-9/<20/Masculino/Douro II - Douro Sul
2018-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;<20;25;2018-9/<20/Feminino/Douro II - Douro Sul
2018-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;65 e +;279;2018-9/65 e +/Feminino/Douro II - Douro Sul
2018-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;<20;118;2018-9/<20/Masculino/Tâmega I - Baixo Tâmega
2018-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;35-49;177;2018-9/35-49/Feminino/Tâmega I - Baixo Tâmega
2018-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;35-49;49;2018-9/35-49/Masculino/Tâmega II - Vale do Sousa Sul
2018-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;35-49;98;2018-9/35-49/Feminino/Tâmega II - Vale do Sousa Sul
2018-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;65 e +;118;2018-9/65 e +/Feminino/Tâmega II - Vale do Sousa Sul
2018-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;26;2018-9/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2018-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;50-64;131;2018-9/50-64/Masculino/Entre Douro e Vouga I - Feira/Arouca
2018-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;49;2018-9/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;35-49;123;2018-9/35-49/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;65 e +;103;2018-9/65 e +/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;35-49;49;2018-9/35-49/Masculino/ULS de Matosinhos
2018-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;90;2018-9/50-64/Masculino/ULS de Matosinhos
2018-09;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;<20;48;2018-9/<20/Feminino/Baixo Vouga
2018-09;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;20-34;11;2018-9/20-34/Feminino/Baixo Vouga
2018-09;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;35-49;19;2018-9/35-49/Masculino/Beira Interior Sul
2018-09;Centro;Beira Interior Sul;39.8211367,-7.5036651;Feminino;35-49;36;2018-9/35-49/Feminino/Beira Interior Sul
2018-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;65 e +;119;2018-9/65 e +/Masculino/Dão e Lafões
2018-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;20-34;38;2018-9/20-34/Feminino/Dão e Lafões
2018-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;35-49;66;2018-9/35-49/Feminino/Dão e Lafões
2018-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;20-34;108;2018-9/20-34/Masculino/Lisboa Central
2018-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;35-49;273;2018-9/35-49/Feminino/Lisboa Central
2018-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;65 e +;423;2018-9/65 e +/Feminino/Lisboa Central
2018-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;<20;118;2018-9/<20/Masculino/Lisboa Ocidental e Oeiras
2018-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;15;2018-9/35-49/Masculino/Lisboa Ocidental e Oeiras
2018-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;47;2018-9/65 e +/Masculino/Lisboa Ocidental e Oeiras
2018-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;20-34;21;2018-9/20-34/Feminino/Lisboa Ocidental e Oeiras
2018-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;35-49;52;2018-9/35-49/Masculino/Loures-Odivelas
2018-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;20-34;40;2018-9/20-34/Feminino/Loures-Odivelas
2018-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;50-64;109;2018-9/50-64/Feminino/Loures-Odivelas
2018-09;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;50-64;86;2018-9/50-64/Feminino/Amadora
2018-09;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;65 e +;160;2018-9/65 e +/Masculino/Sintra
2018-09;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;182;2018-9/50-64/Feminino/Sintra
2018-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;35-49;138;2018-9/35-49/Masculino/Estuário do Tejo
2018-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;65 e +;276;2018-9/65 e +/Feminino/Estuário do Tejo
2018-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;20-34;46;2018-9/20-34/Masculino/Almada-Seixal
2018-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;20-34;57;2018-9/20-34/Feminino/Almada-Seixal
2018-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;65 e +;156;2018-9/65 e +/Feminino/Almada-Seixal
2018-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;<20;29;2018-9/<20/Masculino/Arco Ribeirinho
2018-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;25;2018-9/20-34/Masculino/Arco Ribeirinho
2018-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;35-49;62;2018-9/35-49/Masculino/Arco Ribeirinho
2018-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;50-64;137;2018-9/50-64/Feminino/Arco Ribeirinho
2018-09;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;35-49;42;2018-9/35-49/Masculino/Oeste Sul
2018-09;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;65 e +;134;2018-9/65 e +/Masculino/Oeste Sul
2018-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;35-49;30;2018-9/35-49/Masculino/Médio Tejo
2018-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;<20;11;2018-9/<20/Feminino/Médio Tejo
2018-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;294;2018-9/50-64/Masculino/Lezíria
2018-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;65 e +;388;2018-9/65 e +/Masculino/Lezíria
2018-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;20-34;159;2018-9/20-34/Feminino/Lezíria
2018-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;35-49;411;2018-9/35-49/Feminino/Lezíria
2018-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;<20;50;2018-9/<20/Feminino/Alentejo Central
2018-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;65 e +;129;2018-9/65 e +/Feminino/Alentejo Central
2018-09;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;65 e +;59;2018-9/65 e +/Masculino/Algarve I - Central
2018-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;20-34;17;2018-9/20-34/Feminino/AlgarveIII - Sotavento
2018-10;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;35-49;142;2018-10/35-49/Feminino/ULS Nordeste
2018-10;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;65 e +;232;2018-10/65 e +/Feminino/ULS Nordeste
2018-10;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;50-64;245;2018-10/50-64/Masculino/Douro II - Douro Sul
2018-10;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;50-64;305;2018-10/50-64/Feminino/Tâmega I - Baixo Tâmega
2018-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;39;2018-10/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2018-10;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;20-34;57;2018-10/20-34/Feminino/Tâmega II - Vale do Sousa Sul
2018-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;<20;21;2018-10/<20/Masculino/Grande Porto I - Santo Tirso/Trofa
2018-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;50-64;60;2018-10/50-64/Masculino/Grande Porto I - Santo Tirso/Trofa
2018-10;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;35-49;44;2018-10/35-49/Feminino/Grande Porto I - Santo Tirso/Trofa
2018-10;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;<20;1;2018-10/<20/Masculino/Grande Porto V - Porto Ocidental
2018-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;65 e +;90;2018-10/65 e +/Masculino/Entre Douro e Vouga I - Feira/Arouca
2018-10;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;54;2018-10/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2018-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;100;2018-10/50-64/Masculino/ULS de Matosinhos
2018-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;65 e +;76;2018-10/65 e +/Masculino/ULS de Matosinhos
2018-10;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;50-64;140;2018-10/50-64/Feminino/ULS de Matosinhos
2018-10;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;50-64;56;2018-10/50-64/Feminino/Baixo Vouga
2018-10;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;<20;28;2018-10/<20/Masculino/Beira Interior Sul
2018-10;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;50-64;110;2018-10/50-64/Masculino/Dão e Lafões
2018-10;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;50-64;121;2018-10/50-64/Feminino/Dão e Lafões
2018-10;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;<20;328;2018-10/<20/Masculino/Lisboa Central
2018-10;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;20-34;177;2018-10/20-34/Feminino/Lisboa Central
2018-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;20-34;7;2018-10/20-34/Masculino/Lisboa Ocidental e Oeiras
2018-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;18;2018-10/35-49/Masculino/Lisboa Ocidental e Oeiras
2018-10;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;51;2018-10/65 e +/Masculino/Lisboa Ocidental e Oeiras
2018-10;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;<20;139;2018-10/<20/Feminino/Loures-Odivelas
2018-10;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;65 e +;151;2018-10/65 e +/Feminino/Loures-Odivelas
2018-10;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;65 e +;145;2018-10/65 e +/Masculino/Amadora
2018-10;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;<20;2;2018-10/<20/Feminino/Amadora
2018-10;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;65 e +;174;2018-10/65 e +/Masculino/Sintra
2018-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;50-64;213;2018-10/50-64/Masculino/Estuário do Tejo
2018-10;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;65 e +;282;2018-10/65 e +/Masculino/Estuário do Tejo
2018-10;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;50-64;119;2018-10/50-64/Masculino/Almada-Seixal
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;28;2018-10/20-34/Masculino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;35-49;111;2018-10/35-49/Feminino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;50-64;149;2018-10/50-64/Feminino/Arco Ribeirinho
2018-10;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;20-34;37;2018-10/20-34/Feminino/Oeste Sul
2018-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;50-64;77;2018-10/50-64/Masculino/Médio Tejo
2018-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;65 e +;84;2018-10/65 e +/Masculino/Médio Tejo
2018-10;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;<20;11;2018-10/<20/Feminino/Médio Tejo
2018-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;<20;51;2018-10/<20/Feminino/Alentejo Central
2018-10;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;50-64;163;2018-10/50-64/Feminino/Alentejo Central
2018-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;65 e +;68;2018-10/65 e +/Masculino/Algarve I - Central
2018-10;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;65 e +;87;2018-10/65 e +/Feminino/Algarve I - Central
2018-10;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;35-49;17;2018-10/35-49/Masculino/Algarve II - Barlavento
2018-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;50-64;29;2018-10/50-64/Masculino/AlgarveIII - Sotavento
2018-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;20-34;19;2018-10/20-34/Feminino/AlgarveIII - Sotavento
2018-10;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;35-49;36;2018-10/35-49/Feminino/AlgarveIII - Sotavento
2021-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;65 e +;50;2021-9/65 e +/Masculino/ULS Nordeste
2021-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;<20;1;2021-9/<20/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2021-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;35-49;49;2021-9/35-49/Masculino/Douro I - Marão e Douro Norte
2021-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;50-64;222;2021-9/50-64/Feminino/Douro I - Marão e Douro Norte
2021-09;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;65 e +;102;2021-9/65 e +/Feminino/Douro II - Douro Sul
2021-09;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;50-64;75;2021-9/50-64/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-09;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;65 e +;57;2021-9/65 e +/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2021-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;<20;39;2021-9/<20/Feminino/Ave - Famalicão
2021-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;35-49;64;2021-9/35-49/Feminino/Ave - Famalicão
2021-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;50-64;118;2021-9/50-64/Feminino/Ave - Famalicão
2021-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;50-64;128;2021-9/50-64/Masculino/Cávado II - Gerês/Cabreira
2021-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;<20;2;2021-9/<20/Feminino/Cávado II - Gerês/Cabreira
